names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
Jurassic World Dominion,06/09/2022 ,69.0,"Adventure, Action, Science Fiction","Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",Jurassic World Dominion, Released, English,165000000.0,1001978080.0,AU
The Boss Baby: Christmas Bonus,12/06/2022 ,68.0,"Animation, Family, Adventure",Christmas Eve takes a twisty turn when the Boss Baby accidentally swaps places with one of Santa's elves and gets stranded at the North Pole.,The Boss Baby: Christmas Bonus, Released, English,51000000.0,455134472.8,US
Shazam!,04/04/2019 ,70.0,"Action, Comedy, Fantasy",A boy is given the ability to become an adult superhero in times of need with a single magic word.,Shazam!, Released, English,85000000.0,363563907.0,AU
El último hombre sobre la Tierra,12/22/2022 ,65.0,Comedy,"Liliana is the dream girl of many of her co-workers, among them ""Piquiña"", an ugly and ordinary charlatan who, convinced of his irresistible attractiveness, launches into her conquest during the celebration of the company's ""novena"". Liliana, who can't stand ""Piquíña"", makes it clear to him that the only way she would be with him would be if he were the last man on earth.",El último hombre sobre la Tierra, Released,Spanish,100000000.0,246367071.0,CO
All Quiet on the Western Front,10/13/2022 ,78.0,"Drama, War, History","Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.", Im Westen nichts Neues, Released, German,20000000.0,326479707.4,AU
Violent Night,12/01/2022 ,76.0,"Action, Comedy, Crime, Thriller","When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",Violent Night, Released, English,20000000.0,76599607.0,AU
Scream,01/13/2022 ,67.0,"Horror, Mystery, Thriller","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",Scream, Released, English,24000000.0,138874789.0,AU
Scream,01/13/2022 ,67.0,"Horror, Mystery, Thriller","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",Scream, Released, English,15000000.0,173046640.0,AU
Devotion,01/20/2023 ,74.0,"War, History, Drama",The harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen.,Devotion, Released, English,90000000.0,20000000.0,AU
The Woman King,10/27/2022 ,78.0,"Action, Drama, History","The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",The Woman King, Released, English,50000000.0,94374749.0,AU
Evil Dead Rise,04/20/2023 ,74.0,"Horror, Thriller",Two sisters find an ancient book that gives birth to bloodthirsty demons that run amok in a Los Angeles apartment building and thrusts them into a primal battle for survival as they face the most nightmarish version of family imaginable.,Evil Dead Rise, Released, English,132500000.0,469254456.2,AU
Perfect Addiction,02/16/2023 ,67.0,"Drama, Romance, Action",A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.,Perfect Addiction, Released, English,79800000.0,387664307.6,DE
Project Gemini,01/06/2022 ,58.0,"Science Fiction, Horror","After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait.", Звёздный разум, Released, English,134000000.0,308786595.8,RU
Doctor Strange in the Multiverse of Madness,05/05/2022 ,74.0,"Fantasy, Action, Adventure","Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",Doctor Strange in the Multiverse of Madness, Released, English,200000000.0,952224986.0,AU
There Are No Saints,07/01/2022 ,53.0,"Action, Mystery, Thriller","A man is imprisoned for a crime he didn't commit. When his wife is murdered and his son kidnapped and taken to Mexico, he devises an elaborate and dangerous plan to rescue his son and avenge the murder.",There Are No Saints, Released, English,136400000.0,194565354.0,AU
Avengers: Infinity War,04/25/2018 ,83.0,"Adventure, Action, Science Fiction","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",Avengers: Infinity War, Released, English,300000000.0,2048359754.0,AU
Smile,09/23/2022 ,68.0,"Horror, Mystery, Thriller","After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",Smile, Released, English,17000000.0,216049734.0,AU
¡Que Viva México!,03/23/2023 ,47.0,Comedy,"After his grandfather's death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.",¡Que Viva México!, Released,Spanish,100100000.0,947468745.8,MX
Detective Knight: Independence,01/20/2023 ,56.0,"Action, Crime, Thriller","Detective James Knight 's last-minute assignment to the Independence Day shift turns into a race to stop an unbalanced ambulance EMT from imperiling the city's festivities. The misguided vigilante, playing cop with a stolen gun and uniform, has a bank vault full of reasons to put on his own fireworks show... one that will strike dangerously close to Knight's home.",Detective Knight: Independence, Released, English,134200000.0,772865923.6,US
Strange World,11/24/2022 ,65.0,"Animation, Family, Adventure, Science Fiction","A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades - a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.",Strange World, Released, English,135000000.0,69566884.0,AU
The Ten Commandments,12/12/1958 ,78.0,"Drama, History","Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",The Ten Commandments, Released, English,13500000.0,85433929.0,AU
The Ten Commandments,12/12/1958 ,78.0,"Drama, History","Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",The Ten Commandments, Released, English,10000000.0,1051907.0,AU
Demon Slayer: Kimetsu no Yaiba Sibling's Bond,03/29/2019 ,80.0,"Action, Animation, Fantasy","Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.", 鬼滅の刃 兄妹の絆, Released, Japanese,129000000.0,645532173.4,JP
Four's a Crowd,10/28/2022 ,63.0,Comedy,"Julián, a divorced man with financial problems, uses a cell phone application to share his car with strangers.", El cuarto pasajero, Released,Spanish,110000000.0,271669045.6,ES
Minions: The Rise of Gru,07/04/2022 ,75.0,"Animation, Comedy, Family","A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",Minions: The Rise of Gru, Released, English,80000000.0,939200081.0,AU
Creed II,12/06/2018 ,70.0,Drama,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",Creed II, Released, English,50000000.0,213591522.0,AU
Creed,11/26/2015 ,74.0,Drama,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Creed, Released, English,37000000.0,173567581.0,AU
Beast,08/25/2022 ,68.0,"Thriller, Action, Horror, Adventure","A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",Beast, Released, English,36000000.0,59103794.0,AU
Fast X,05/19/2023 ,0.0,"Action, Crime, Thriller","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything - and everyone - that Dom loves, forever.",Fast X, Post Production, English,340000000.0,0.0,US
